Combined Key,Rank,Name,CITY,STATE,COUNTRY,BAT,THROW,signed TEAM,TEAM LOCALE,Position,contract start,contract end,YEAR,contract length,total salary
"Ken Griffey Jr., 2001",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2001,9,"$116,500,000 "
"Ken Griffey Jr., 2002",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2002,9,"$116,500,000 "
"Ken Griffey Jr., 2003",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2003,9,"$116,500,000 "
"Ken Griffey Jr., 2004",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2004,9,"$116,500,000 "
"Ken Griffey Jr., 2005",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2005,9,"$116,500,000 "
"Ken Griffey Jr., 2006",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2006,9,"$116,500,000 "
"Ken Griffey Jr., 2007",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2007,9,"$116,500,000 "
"Ken Griffey Jr., 2008",97,Ken Griffey Jr.,"Donora, Pennsylvania",Pennsylvania,United States,L,L,CIN,Cincinnati,RF ,2000,2008,2008,9,"$116,500,000 "
"J.T. Realmuto, 2021",98,J.T. Realmuto,"Del City, Oklahoma",Oklahoma,United States,R,R,PHI,Philadelphia,C ,2021,2025,2021,5,"$115,500,000 "
"J.T. Realmuto, 2022",98,J.T. Realmuto,"Del City, Oklahoma",Oklahoma,United States,R,R,PHI,Philadelphia,C ,2021,2025,2022,5,"$115,500,000 "
"J.T. Realmuto, 2023",98,J.T. Realmuto,"Del City, Oklahoma",Oklahoma,United States,R,R,PHI,Philadelphia,C ,2021,2025,2023,5,"$115,500,000 "
"Robbie Ray, 2022",99,Robbie Ray,"Brentwood, Tennessee",Tennessee,United States,L,L,SEA,Seattle,SP ,2022,2026,2022,5,"$115,000,000 "
"Robbie Ray, 2023",99,Robbie Ray,"Brentwood, Tennessee",Tennessee,United States,L,L,SEA,Seattle,SP ,2022,2026,2023,5,"$115,000,000 "
"Yordan Alvarez, 2023",99,Yordan Alvarez,Las Tunas,,Cuba,L,R,HOU,Houston,LF ,2023,2028,2023,6,"$115,000,000 "
"Matt Cain, 2013",101,Matt Cain,"Dothan, Alabama",Alabama,United States,R,R,SFG,San Francisco,SP ,2013,2018,2013,5,"$112,500,000 "
"Matt Cain, 2014",101,Matt Cain,"Dothan, Alabama",Alabama,United States,R,R,SFG,San Francisco,SP ,2013,2018,2014,5,"$112,500,000 "
"Matt Cain, 2015",101,Matt Cain,"Dothan, Alabama",Alabama,United States,R,R,SFG,San Francisco,SP ,2013,2018,2015,5,"$112,500,000 "
"Matt Cain, 2016",101,Matt Cain,"Dothan, Alabama",Alabama,United States,R,R,SFG,San Francisco,SP ,2013,2018,2016,5,"$112,500,000 "
"Matt Cain, 2017",101,Matt Cain,"Dothan, Alabama",Alabama,United States,R,R,SFG,San Francisco,SP ,2013,2018,2017,5,"$112,500,000 "
"Matt Cain, 2018",101,Matt Cain,"Dothan, Alabama",Alabama,United States,R,R,SFG,San Francisco,SP ,2013,2018,2018,5,"$112,500,000 "
"Corbin Carroll, 2023",102,Corbin Carroll,Seattle,Washington,United States,L,L,ARI,"Phoenix, Arizona",LF ,2023,2031,2023,8,"$111,000,000 "
"Dustin Pedroia, 2014",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2014,8,"$110,000,000 "
"Dustin Pedroia, 2015",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,3B ,2014,2021,2015,8,"$110,000,000 "
"Dustin Pedroia, 2016",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2016,8,"$110,000,000 "
"Dustin Pedroia, 2017",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2017,8,"$110,000,000 "
"Dustin Pedroia, 2018",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2018,8,"$110,000,000 "
"Dustin Pedroia, 2019",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2019,8,"$110,000,000 "
"Dustin Pedroia, 2020",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2020,8,"$110,000,000 "
"Dustin Pedroia, 2021",103,Dustin Pedroia,"Woodland, California",California,United States,R,R,BOS,Boston,2B ,2014,2021,2021,8,"$110,000,000 "
"J.D. Martinez, 2018",103,J.D. Martinez,Miami,Florida,United States,R,R,BOS,Boston,DH ,2018,2022,2018,5,"$110,000,000 "
"J.D. Martinez, 2019",103,J.D. Martinez,Miami,Florida,United States,R,R,BOS,Boston,DH ,2018,2022,2019,5,"$110,000,000 "
"J.D. Martinez, 2020",103,J.D. Martinez,Miami,Florida,United States,R,R,BOS,Boston,DH ,2018,2022,2020,5,"$110,000,000 "
"J.D. Martinez, 2021",103,J.D. Martinez,Miami,Florida,United States,R,R,BOS,Boston,DH ,2018,2022,2021,5,"$110,000,000 "
"J.D. Martinez, 2022",103,J.D. Martinez,Miami,Florida,United States,R,R,BOS,Boston,DH ,2018,2022,2022,5,"$110,000,000 "
"Jordan Zimmermann, 2016",103,Jordan Zimmermann,"Auburndale, Florida",Wisconsin,United States,R,R,DET,Detroit,SP ,2016,2020,2016,5,"$110,000,000 "
"Jordan Zimmermann, 2017",103,Jordan Zimmermann,"Auburndale, Florida",Wisconsin,United States,R,R,DET,Detroit,SP ,2016,2020,2017,5,"$110,000,000 "
"Jordan Zimmermann, 2018",103,Jordan Zimmermann,"Auburndale, Florida",Wisconsin,United States,R,R,DET,Detroit,SP ,2016,2020,2018,5,"$110,000,000 "
"Jordan Zimmermann, 2019",103,Jordan Zimmermann,"Auburndale, Florida",Wisconsin,United States,R,R,DET,Detroit,SP ,2016,2020,2019,5,"$110,000,000 "
"Jordan Zimmermann, 2020",103,Jordan Zimmermann,"Auburndale, Florida",Wisconsin,United States,R,R,DET,Detroit,SP ,2016,2020,2020,5,"$110,000,000 "
"Kevin Gausman, 2022",103,Kevin Gausman,"Centennial, Colorado",Colorado,United States,L,R,TOR,Toronto,SP ,2022,2026,2022,5,"$110,000,000 "
"Kevin Gausman, 2023",103,Kevin Gausman,"Centennial, Colorado",Colorado,United States,L,R,TOR,Toronto,SP ,2022,2026,2023,5,"$110,000,000 "
"Yoenis Cespedes, 2017",103,Yoenis Cespedes,Campechuela,,Cuba,R,R,NYM,"Flushing, Queens",LF ,2017,2020,2017,4,"$110,000,000 "
"Yoenis Cespedes, 2018",103,Yoenis Cespedes,Campechuela,,Cuba,R,R,NYM,"Flushing, Queens",LF ,2017,2020,2018,4,"$110,000,000 "
"Yoenis Cespedes, 2019",103,Yoenis Cespedes,Campechuela,,Cuba,R,R,NYM,"Flushing, Queens",LF ,2017,2020,2019,4,"$110,000,000 "
"Yoenis Cespedes, 2020",103,Yoenis Cespedes,Campechuela,,Cuba,R,R,NYM,"Flushing, Queens",LF ,2017,2020,2020,4,"$110,000,000 "
"Charlie Blackmon, 2018",108,Charlie Blackmon,Dallas,Texas,United States,L,L,COL,Denver,RF ,2018,2023,2018,6,"$108,000,000 "
"Charlie Blackmon, 2019",108,Charlie Blackmon,Dallas,Texas,United States,L,L,COL,Denver,RF ,2018,2023,2019,6,"$108,000,000 "
"Charlie Blackmon, 2020",108,Charlie Blackmon,Dallas,Texas,United States,L,L,COL,Denver,RF ,2018,2023,2020,6,"$108,000,000 "
"Charlie Blackmon, 2021",108,Charlie Blackmon,Dallas,Texas,United States,L,L,COL,Denver,RF ,2018,2023,2021,6,"$108,000,000 "
"Charlie Blackmon, 2022",108,Charlie Blackmon,Dallas,Texas,United States,L,L,COL,Denver,RF ,2018,2023,2022,6,"$108,000,000 "
"Charlie Blackmon, 2023",108,Charlie Blackmon,Dallas,Texas,United States,L,L,COL,Denver,RF ,2018,2023,2023,6,"$108,000,000 "
"Luis Castillo, 2023",108,Luis Castillo,Baní,,Dominican Republic,R,R,SEA,Seattle,SP ,2023,2028,2023,5,"$108,000,000 "
"Yu Darvish, 2023",108,Yu Darvish,Habikino,,Japan,R,R,SDP,San Diego,SP ,2023,2028,2023,6,"$108,000,000 "
"Bryan Reynolds, 2023",111,Bryan Reynolds,Baltimore,Maryland,United States,S,R,PIT,Pittsburgh,CF ,2023,2031,2023,8,"$106,750,000 "
"Andres Gimenez, 2023",112,Andres Gimenez,Barquisimeto,,Venezuela,L,R,CLE,Cleveland,2B ,2023,2030,2023,7,"$106,500,000 "
"Jose Reyes, 2012",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2012,6,"$106,000,000 "
"Jose Reyes, 2013",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2013,6,"$106,000,000 "
"Jose Reyes, 2014",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2014,6,"$106,000,000 "
"Jose Reyes, 2015",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2015,6,"$106,000,000 "
"Jose Reyes, 2016",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2016,6,"$106,000,000 "
"Jose Reyes, 2017",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2017,6,"$106,000,000 "
"Jose Reyes, 2018",113,Jose Reyes,Santiago,,Dominican Republic,S,R,MIA,Miami,SS ,2012,2018,2018,6,"$106,000,000 "
"Justin Upton, 2018",113,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,LAA,"Anaheim, California",LF ,2018,2022,2018,5,"$106,000,000 "
"Justin Upton, 2019",113,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,LAA,"Anaheim, California",LF ,2018,2022,2019,5,"$106,000,000 "
"Justin Upton, 2020",113,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,LAA,"Anaheim, California",LF ,2018,2022,2020,5,"$106,000,000 "
"Justin Upton, 2021",113,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,LAA,"Anaheim, California",LF ,2018,2022,2021,5,"$106,000,000 "
"Justin Upton, 2022",113,Justin Upton,"Norfolk, Virginia",Virginia,United States,R,R,LAA,"Anaheim, California",LF ,2018,2022,2022,5,"$106,000,000 "
"Carlos Correa, 2022",115,Carlos Correa,"Ponce, Puerto Rico",,Puerto Rico,R,R,MIN,Minneapolis,SS ,2022,2024,2022,3,"$105,300,000 "
"Carlos Correa, 2023",115,Carlos Correa,"Ponce, Puerto Rico",,Puerto Rico,R,R,MIN,Minneapolis,SS ,2022,2024,2023,3,"$105,300,000 "
"Kevin Brown, 1999",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,1999,7,"$105,000,000 "
"Kevin Brown, 2000",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,2000,7,"$105,000,000 "
"Kevin Brown, 2001",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,2001,7,"$105,000,000 "
"Kevin Brown, 2002",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,2002,7,"$105,000,000 "
"Kevin Brown, 2003",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,2003,7,"$105,000,000 "
"Kevin Brown, 2004",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,2004,7,"$105,000,000 "
"Kevin Brown, 2005",116,Kevin Brown,"Milledgeville, Georgia",Georgia,United States,R,R,LAD,Los Angeles,SP ,1999,2005,2005,7,"$105,000,000 "
"Max Scherzer, 2022",116,Max Scherzer,St. Louis,Missouri,United States,R,R,WSN,"Washington, D.C.",SP ,2022,2028,2022,7,"$105,000,000 "
"Max Scherzer, 2023",116,Max Scherzer,St. Louis,Missouri,United States,R,R,WSN,"Washington, D.C.",SP ,2022,2028,2023,7,"$105,000,000 "
"Ryan Braun, 2011",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2011,5,"$105,000,000 "
"Ryan Braun, 2012",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,2B ,2011,2021,2012,5,"$105,000,000 "
"Ryan Braun, 2013",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,3B ,2011,2021,2013,5,"$105,000,000 "
"Ryan Braun, 2014",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2014,5,"$105,000,000 "
"Ryan Braun, 2015",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2015,5,"$105,000,000 "
"Ryan Braun, 2016",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2016,5,"$105,000,000 "
"Ryan Braun, 2017",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2017,5,"$105,000,000 "
"Ryan Braun, 2018",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2018,5,"$105,000,000 "
"Ryan Braun, 2019",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,1B ,2011,2021,2019,5,"$105,000,000 "
"Ryan Braun, 2020",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,SP ,2011,2021,2020,5,"$105,000,000 "
"Ryan Braun, 2021",116,Ryan Braun,"Mission Hills, Kansas",California,United States,R,R,MIL,Milwaukee,SP ,2011,2021,2021,5,"$105,000,000 "
"Edwin Diaz, 2023",119,Edwin Diaz,"Naguabo, Puerto Rico",,Puerto Rico,R,R,NYM,"Flushing, Queens",RP ,2023,2028,2023,5,"$102,000,000 "
"Trevor Bauer, 2021",119,Trevor Bauer,"North Hollywood, Los Angeles",California,United States,R,R,LAD,Los Angeles,SP ,2021,2023,2021,3,"$102,000,000 "
"Trevor Bauer, 2022",119,Trevor Bauer,"North Hollywood, Los Angeles",California,United States,R,R,LAD,Los Angeles,SP ,2021,2023,2022,3,"$102,000,000 "
"Trevor Bauer, 2023",119,Trevor Bauer,"North Hollywood, Los Angeles",California,United States,R,R,LAD,Los Angeles,SP ,2021,2023,2023,3,"$102,000,000 "
"Albert Pujols, 2004",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2004,7,"$100,000,000 "
"Albert Pujols, 2005",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2005,7,"$100,000,000 "
"Albert Pujols, 2006",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2006,7,"$100,000,000 "
"Albert Pujols, 2007",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2007,7,"$100,000,000 "
"Albert Pujols, 2008",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2008,7,"$100,000,000 "
"Albert Pujols, 2009",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2009,7,"$100,000,000 "
"Albert Pujols, 2010",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2010,7,"$100,000,000 "
"Albert Pujols, 2011",121,Albert Pujols,Santo Domingo,,Dominican Republic,R,R,STL,St. Louis,DH ,2004,2011,2011,7,"$100,000,000 "
"Alex Bregman, 2020",121,Alex Bregman,"Albuquerque, New Mexico",New Mexico,United States,R,R,HOU,Houston,3B ,2020,2024,2020,5,"$100,000,000 "
"Alex Bregman, 2021",121,Alex Bregman,"Albuquerque, New Mexico",New Mexico,United States,R,R,HOU,Houston,3B ,2020,2024,2021,5,"$100,000,000 "
"Alex Bregman, 2022",121,Alex Bregman,"Albuquerque, New Mexico",New Mexico,United States,R,R,HOU,Houston,3B ,2020,2024,2022,5,"$100,000,000 "
"Alex Bregman, 2023",121,Alex Bregman,"Albuquerque, New Mexico",New Mexico,United States,R,R,HOU,Houston,3B ,2020,2024,2023,5,"$100,000,000 "
"Byron Buxton, 2022",121,Byron Buxton,"Baxley, Georgia",Georgia,United States,R,R,MIN,Minneapolis,CF ,2022,2028,2022,7,"$100,000,000 "
"Byron Buxton, 2023",121,Byron Buxton,"Baxley, Georgia",Georgia,United States,R,R,MIN,Minneapolis,CF ,2022,2028,2023,7,"$100,000,000 "
"Carlos Lee, 2007",121,Carlos Lee,"Aguadulce, Coclé",,Panama,R,R,HOU,Houston,1B ,2007,2012,2007,6,"$100,000,000 "
"Carlos Lee, 2008",121,Carlos Lee,"Aguadulce, Coclé",,Panama,R,R,HOU,Houston,2B ,2007,2012,2008,6,"$100,000,000 "
"Carlos Lee, 2009",121,Carlos Lee,"Aguadulce, Coclé",,Panama,R,R,HOU,Houston,3B ,2007,2012,2009,6,"$100,000,000 "
"Carlos Lee, 2010",121,Carlos Lee,"Aguadulce, Coclé",,Panama,R,R,HOU,Houston,3B ,2007,2012,2010,6,"$100,000,000 "
"Carlos Lee, 2011",121,Carlos Lee,"Aguadulce, Coclé",,Panama,R,R,HOU,Houston,3B ,2007,2012,2011,6,"$100,000,000 "
"Carlos Lee, 2012",121,Carlos Lee,"Aguadulce, Coclé",,Panama,R,R,HOU,Houston,3B ,2007,2012,2012,6,"$100,000,000 "
"Evan Longoria, 2017",121,Evan Longoria,"Downey, California",California,United States,R,R,TBR,"St. Petersburg, Florida",3B ,2017,2022,2017,6,"$100,000,000 "
"Evan Longoria, 2018",121,Evan Longoria,"Downey, California",California,United States,R,R,TBR,"St. Petersburg, Florida",3B ,2017,2022,2018,6,"$100,000,000 "
"Evan Longoria, 2019",121,Evan Longoria,"Downey, California",California,United States,R,R,TBR,"St. Petersburg, Florida",3B ,2017,2022,2019,6,"$100,000,000 "
"Evan Longoria, 2020",121,Evan Longoria,"Downey, California",California,United States,R,R,TBR,"St. Petersburg, Florida",3B ,2017,2022,2020,6,"$100,000,000 "
"Evan Longoria, 2021",121,Evan Longoria,"Downey, California",California,United States,R,R,TBR,"St. Petersburg, Florida",3B ,2017,2022,2021,6,"$100,000,000 "
"Evan Longoria, 2022",121,Evan Longoria,"Downey, California",California,United States,R,R,TBR,"St. Petersburg, Florida",3B ,2017,2022,2022,6,"$100,000,000 "
"Joe Musgrove, 2023",121,Joe Musgrove,"El Cajon, California",California,United States,R,R,SDP,San Diego,SP ,2023,2027,2023,5,"$100,000,000 "
"Kyle Seager, 2015",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2015,7,"$100,000,000 "
"Kyle Seager, 2016",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2016,7,"$100,000,000 "
"Kyle Seager, 2017",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2017,7,"$100,000,000 "
"Kyle Seager, 2018",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2018,7,"$100,000,000 "
"Kyle Seager, 2019",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2019,7,"$100,000,000 "
"Kyle Seager, 2020",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2020,7,"$100,000,000 "
"Kyle Seager, 2021",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2021,7,"$100,000,000 "
"Kyle Seager, 2022",121,Kyle Seager,"Charlotte, North Carolina",North Carolina,United States,L,R,SEA,Seattle,3B ,2015,2022,2022,7,"$100,000,000 "
"Nick Castellanos, 2022",121,Nick Castellanos,"Hialeah, Florida",Florida,United States,R,R,PHI,Philadelphia,DH ,2022,2026,2022,5,"$100,000,000 "
"Nick Castellanos, 2023",121,Nick Castellanos,"Hialeah, Florida",Florida,United States,R,R,PHI,Philadelphia,DH ,2022,2026,2023,5,"$100,000,000 "
"Ronald Acuna Jr., 2019",121,Ronald Acuna Jr.,La Guaira,,Venezuela,R,R,ATL,Atlanta,OF ,2019,2028,2019,8,"$100,000,000 "
"Ronald Acuna Jr., 2020",121,Ronald Acuna Jr.,La Guaira,,Venezuela,R,R,ATL,Atlanta,OF ,2019,2028,2020,8,"$100,000,000 "
"Ronald Acuna Jr., 2021",121,Ronald Acuna Jr.,La Guaira,,Venezuela,R,R,ATL,Atlanta,OF ,2019,2028,2021,8,"$100,000,000 "
"Ronald Acuna Jr., 2022",121,Ronald Acuna Jr.,La Guaira,,Venezuela,R,R,ATL,Atlanta,OF ,2019,2028,2022,8,"$100,000,000 "
"Ronald Acuna Jr., 2023",121,Ronald Acuna Jr.,La Guaira,,Venezuela,R,R,ATL,Atlanta,OF ,2019,2028,2023,8,"$100,000,000 "
"Ryan Zimmerman, 2014",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",1B ,2014,2020,2014,6,"$100,000,000 "
"Ryan Zimmerman, 2015",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",2B ,2014,2020,2015,6,"$100,000,000 "
"Ryan Zimmerman, 2016",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",3B ,2014,2020,2016,6,"$100,000,000 "
"Ryan Zimmerman, 2017",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",1B,2014,2020,2017,6,"$100,000,000 "
"Ryan Zimmerman, 2018",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",1B,2014,2020,2018,6,"$100,000,000 "
"Ryan Zimmerman, 2019",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",1B,2014,2020,2019,6,"$100,000,000 "
"Ryan Zimmerman, 2020",121,Ryan Zimmerman,Washington,North Carolina,United States,R,R,WSN,"Washington, D.C.",1B,2014,2020,2020,6,"$100,000,000 "
"Adam Wainwright, 2014",131,Adam Wainwright,"Brunswick, Georgia",Georgia,United States,R,R,STL,St. Louis,SP ,2014,2018,2014,5,"$97,500,000 "
"Adam Wainwright, 2015",131,Adam Wainwright,"Brunswick, Georgia",Georgia,United States,R,R,STL,St. Louis,SP ,2014,2018,2015,5,"$97,500,000 "
"Adam Wainwright, 2016",131,Adam Wainwright,"Brunswick, Georgia",Georgia,United States,R,R,STL,St. Louis,SP ,2014,2018,2016,5,"$97,500,000 "
"Adam Wainwright, 2017",131,Adam Wainwright,"Brunswick, Georgia",Georgia,United States,R,R,STL,St. Louis,SP ,2014,2018,2017,5,"$97,500,000 "
"Adam Wainwright, 2018",131,Adam Wainwright,"Brunswick, Georgia",Georgia,United States,R,R,STL,St. Louis,SP ,2014,2018,2018,5,"$97,500,000 "
"Pablo Sandoval, 2015",132,Pablo Sandoval,Puerto Cabello,,Venezuela,S,R,BOS,Boston,3B ,2015,2019,2015,5,"$95,000,000 "
"Pablo Sandoval, 2016",132,Pablo Sandoval,Puerto Cabello,,Venezuela,S,R,BOS,Boston,3B ,2015,2019,2016,5,"$95,000,000 "
"Pablo Sandoval, 2017",132,Pablo Sandoval,Puerto Cabello,,Venezuela,S,R,BOS,Boston,3B ,2015,2019,2017,5,"$95,000,000 "
"Pablo Sandoval, 2018",132,Pablo Sandoval,Puerto Cabello,,Venezuela,S,R,BOS,Boston,3B ,2015,2019,2018,5,"$95,000,000 "
"Pablo Sandoval, 2019",132,Pablo Sandoval,Puerto Cabello,,Venezuela,S,R,BOS,Boston,3B ,2015,2019,2019,5,"$95,000,000 "
"Clayton Kershaw, 2019",133,Clayton Kershaw,Dallas,Texas,United States,L,L,LAD,Los Angeles,SP ,2019,2021,2019,3,"$93,000,000 "
"Clayton Kershaw, 2020",133,Clayton Kershaw,Dallas,Texas,United States,L,L,LAD,Los Angeles,SP ,2019,2021,2020,3,"$93,000,000 "
"Clayton Kershaw, 2021",133,Clayton Kershaw,Dallas,Texas,United States,L,L,LAD,Los Angeles,SP ,2019,2021,2021,3,"$93,000,000 "
"Josh Donaldson, 2020",134,Josh Donaldson,"Pensacola, Florida",Florida,United States,R,R,MIN,Minneapolis,3B ,2020,2024,2020,4,"$92,000,000 "
"Josh Donaldson, 2021",134,Josh Donaldson,"Pensacola, Florida",Florida,United States,R,R,MIN,Minneapolis,3B ,2020,2024,2021,4,"$92,000,000 "
"Josh Donaldson, 2022",134,Josh Donaldson,"Pensacola, Florida",Florida,United States,R,R,MIN,Minneapolis,3B ,2020,2024,2022,4,"$92,000,000 "
